,date,geography_code,phase,fsm_eligible_percent
3702,201718,E08000023,State-funded special school,48.8
3718,201718,E06000007,State-funded special school,36.7
3722,201718,E08000005,State-funded special school,40.0
3723,201718,E06000008,State-funded special school,35.6
3724,201718,E10000023,State-funded special school,28.3
3725,201718,E08000012,State-funded special school,51.7
3726,201718,E08000034,State-funded special school,45.7
3732,201718,E06000001,State-funded special school,46.7
3736,201718,E08000036,State-funded special school,41.0
3744,201718,E06000005,State-funded special school,44.6
3745,201718,E08000032,State-funded special school,32.5
3746,201718,E08000020,State-funded special school,40.0
3747,201718,E06000009,State-funded special school,45.1
3749,201718,E08000006,State-funded special school,47.8
3750,201718,E06000014,State-funded special school,25.8
3754,201718,E08000014,State-funded special school,40.0
3755,201718,E08000008,State-funded special school,34.5
3757,201718,E06000002,State-funded special school,51.7
3759,201718,E08000016,State-funded special school,45.7
3766,201718,E08000003,State-funded special school,44.5
3767,201718,E08000004,State-funded special school,40.8
3768,201718,E06000013,State-funded special school,35.5
3772,201718,E06000049,State-funded special school,28.9
3844,201617,E08000014,Total,15.9
3845,201617,E08000008,Total,17.7
3846,201617,E08000036,Total,12.8
3847,201617,E06000002,Total,25.7
3856,201617,E08000005,Total,19.6
3857,201617,E06000008,Total,14.9
3858,201617,E10000023,Total,7.2
3859,201617,E08000033,Total,13.7
3860,201617,E08000023,Total,19.7
3861,201617,E08000016,Total,18.8
3863,201617,E06000050,Total,11.1
3864,201617,E08000015,Total,16.7
3865,201617,E08000009,Total,9.1
3874,201617,E08000006,Total,20.9
3875,201617,E06000009,Total,26.0
3876,201617,E06000014,Total,7.5
3877,201617,E08000012,Total,24.1
3879,201617,E08000034,Total,18.9
3880,201617,E06000010,Total,23.2
3882,201617,E10000006,Total,9.3
3885,201617,E08000010,Total,14.1
3886,201617,E06000003,Total,18.3
3887,201617,E06000004,Total,17.1
3888,201617,E08000017,Total,15.7
3899,201617,E08000007,Total,13.8
3905,201617,E08000001,Total,16.2
3907,201617,E08000018,Total,15.4
3915,201617,E06000049,Total,8.2
3922,201617,E06000006,Total,23.6
3923,201617,E06000011,Total,11.5
3924,201617,E06000047,Total,18.8
3925,201617,E08000020,Total,15.7
3943,201617,E08000002,Total,14.7
3944,201617,E06000012,Total,16.4
3945,201617,E06000005,Total,17.4
3946,201617,E08000019,Total,21.9
3947,201617,E08000021,Total,23.4
3955,201617,E08000024,Total,20.9
3956,201617,E06000001,Total,22.7
3962,201617,E06000007,Total,10.2
3964,201617,E08000003,Total,26.0
3965,201617,E06000013,Total,14.0
3966,201617,E06000048,Total,11.8
3967,201617,E08000032,Total,18.1
3976,201617,E08000013,Total,16.9
3978,201617,E08000035,Total,16.3
3987,201617,E10000017,Total,13.2
3988,201617,E08000004,Total,17.1
3989,201617,E08000022,Total,12.9
3990,201617,E08000011,Total,28.2
3996,201617,E08000009,Non-maintained special school,40.2
3997,201617,E08000015,Non-maintained special school,21.8
4003,201617,E08000034,Non-maintained special school,7.1
4004,201617,E08000017,Non-maintained special school,62.5
4007,201617,E08000007,Non-maintained special school,18.5
4008,201617,E08000013,Non-maintained special school,0.0
4010,201617,E08000035,Non-maintained special school,26.3
4012,201617,E08000001,Non-maintained special school,100.0
4014,201617,E06000049,Non-maintained special school,0.0
4016,201617,E08000019,Non-maintained special school,22.9
4022,201617,E06000007,Non-maintained special school,94.3
4023,201617,E08000021,Non-maintained special school,15.8
4028,201617,E06000048,Non-maintained special school,7.4
4029,201617,E08000022,Non-maintained special school,22.7
4032,201617,E10000023,Non-maintained special school,23.5
4033,201617,E08000033,Non-maintained special school,66.1
4035,201617,E08000014,Non-maintained special school,8.5
4039,201617,E08000012,Non-maintained special school,18.3
4040,201617,E08000009,Pupil referral unit,31.9
4041,201617,E06000003,Pupil referral unit,20.4
4042,201617,E08000015,Pupil referral unit,46.3
4049,201617,E06000009,Pupil referral unit,46.2
4050,201617,E06000014,Pupil referral unit,35.8
4051,201617,E08000012,Pupil referral unit,18.3
4052,201617,E08000006,Pupil referral unit,35.0
4053,201617,E08000034,Pupil referral unit,69.2
4054,201617,E08000024,Pupil referral unit,41.5
4057,201617,E08000017,Pupil referral unit,37.2
4058,201617,E06000010,Pupil referral unit,43.8
4060,201617,E10000006,Pupil referral unit,51.9
4062,201617,E08000010,Pupil referral unit,37.4
4071,201617,E08000007,Pupil referral unit,39.8
4072,201617,E08000013,Pupil referral unit,34.5
4073,201617,E08000035,Pupil referral unit,37.5
4078,201617,E06000004,Pupil referral unit,58.8
4079,201617,E08000018,Pupil referral unit,52.4
4081,201617,E08000020,Pupil referral unit,34.8
4090,201617,E06000049,Pupil referral unit,10.0
4091,201617,E08000008,Pupil referral unit,10.9
4097,201617,E08000001,Pupil referral unit,53.8
4098,201617,E08000002,Pupil referral unit,36.8
4099,201617,E06000011,Pupil referral unit,34.0
4100,201617,E06000047,Pupil referral unit,56.3
4109,201617,E06000050,Pupil referral unit,21.4
4114,201617,E06000006,Pupil referral unit,54.5
4115,201617,E06000005,Pupil referral unit,18.8
4116,201617,E08000019,Pupil referral unit,59.4
4117,201617,E06000012,Pupil referral unit,59.1
4118,201617,E08000021,Pupil referral unit,63.1
4134,201617,E08000003,Pupil referral unit,70.8
4135,201617,E06000007,Pupil referral unit,66.7
4136,201617,E06000048,Pupil referral unit,66.7
4137,201617,E08000032,Pupil referral unit,44.0
4138,201617,E08000022,Pupil referral unit,30.9
4145,201617,E06000001,Pupil referral unit,55.0
4151,201617,E10000017,Pupil referral unit,43.0
4152,201617,E08000004,Pupil referral unit,28.8
4153,201617,E06000013,Pupil referral unit,100.0
4154,201617,E08000011,Pupil referral unit,54.4
4155,201617,E08000033,Pupil referral unit,50.9
4161,201617,E06000002,Pupil referral unit,28.8
4162,201617,E08000014,Pupil referral unit,31.2
4163,201617,E08000016,Pupil referral unit,54.5
4164,201617,E08000036,Pupil referral unit,35.9
4171,201617,E06000008,Pupil referral unit,30.1
4172,201617,E08000005,Pupil referral unit,60.7
4173,201617,E10000023,Pupil referral unit,34.6
4174,201617,E08000023,Pupil referral unit,36.4
4188,201617,E08000012,State-funded nursery,6.8
4189,201617,E08000034,State-funded nursery,0.0
4190,201617,E08000024,State-funded nursery,2.3
4193,201617,E10000006,State-funded nursery,2.9
4195,201617,E08000015,State-funded nursery,8.5
4204,201617,E06000014,State-funded nursery,0.0
4205,201617,E08000013,State-funded nursery,0.0
4206,201617,E06000010,State-funded nursery,1.4
4209,201617,E08000010,State-funded nursery,0.0
4212,201617,E08000018,State-funded nursery,0.0
4215,201617,E06000049,State-funded nursery,0.0
4216,201617,E08000007,State-funded nursery,14.7
4222,201617,E08000001,State-funded nursery,0.3
4223,201617,E06000011,State-funded nursery,1.1
4224,201617,E08000020,State-funded nursery,0.0
4225,201617,E06000047,State-funded nursery,0.0
4232,201617,E06000050,State-funded nursery,0.0
4236,201617,E06000006,State-funded nursery,0.0
4237,201617,E06000005,State-funded nursery,0.0
4238,201617,E08000002,State-funded nursery,23.1
4239,201617,E08000019,State-funded nursery,32.1
4240,201617,E06000012,State-funded nursery,4.1
4241,201617,E08000021,State-funded nursery,20.3
4251,201617,E08000003,State-funded nursery,16.5
4252,201617,E06000007,State-funded nursery,0.0
4253,201617,E08000032,State-funded nursery,1.5
4264,201617,E10000017,State-funded nursery,0.0
4265,201617,E08000022,State-funded nursery,0.0
4269,201617,E08000014,State-funded nursery,0.0
4270,201617,E08000036,State-funded nursery,0.0
4275,201617,E06000008,State-funded nursery,0.0
4276,201617,E08000005,State-funded nursery,0.0
4277,201617,E10000023,State-funded nursery,2.6
4278,201617,E08000023,State-funded nursery,0.3
4283,201617,E08000009,State-funded primary,9.0
4284,201617,E06000003,State-funded primary,18.1
4292,201617,E06000008,State-funded primary,14.7
4293,201617,E08000012,State-funded primary,24.1
4294,201617,E08000034,State-funded primary,18.0
4296,201617,E08000024,State-funded primary,20.8
4299,201617,E08000017,State-funded primary,15.8
4301,201617,E10000006,State-funded primary,9.9
4303,201617,E08000015,State-funded primary,17.8
4312,201617,E06000009,State-funded primary,25.1
4315,201617,E08000006,State-funded primary,20.3
4316,201617,E06000014,State-funded primary,7.8
4317,201617,E08000013,State-funded primary,17.0
4318,201617,E08000035,State-funded primary,16.6
4319,201617,E06000010,State-funded primary,22.5
4322,201617,E08000010,State-funded primary,14.7
4323,201617,E06000004,State-funded primary,16.6
4324,201617,E08000018,State-funded primary,15.4
4335,201617,E06000049,State-funded primary,8.7
4336,201617,E08000007,State-funded primary,13.5
4341,201617,E08000001,State-funded primary,15.6
4342,201617,E06000011,State-funded primary,12.4
4343,201617,E08000020,State-funded primary,15.7
4344,201617,E06000047,State-funded primary,20.1
4354,201617,E08000008,State-funded primary,17.1
4355,201617,E06000050,State-funded primary,11.5
4360,201617,E06000006,State-funded primary,24.3
4361,201617,E08000002,State-funded primary,14.4
4362,201617,E08000019,State-funded primary,22.7
4363,201617,E08000021,State-funded primary,23.9
4364,201617,E06000005,State-funded primary,19.0
4383,201617,E06000007,State-funded primary,10.6
4384,201617,E06000012,State-funded primary,16.4
4385,201617,E06000048,State-funded primary,12.0
4386,201617,E08000003,State-funded primary,25.7
4387,201617,E08000032,State-funded primary,17.4
4394,201617,E06000001,State-funded primary,23.1
4404,201617,E08000004,State-funded primary,16.4
4405,201617,E10000017,State-funded primary,13.6
4406,201617,E06000013,State-funded primary,14.2
4407,201617,E08000022,State-funded primary,13.5
4408,201617,E08000011,State-funded primary,25.6
4415,201617,E06000002,State-funded primary,24.9
4416,201617,E08000014,State-funded primary,16.6
4417,201617,E08000016,State-funded primary,19.1
4418,201617,E08000036,State-funded primary,12.7
4425,201617,E08000005,State-funded primary,18.9
4426,201617,E08000033,State-funded primary,14.3
4427,201617,E10000023,State-funded primary,7.7
4428,201617,E08000023,State-funded primary,19.7
4434,201617,E08000008,State-funded secondary,18.2
4435,201617,E08000036,State-funded secondary,12.4
4436,201617,E06000003,State-funded secondary,17.2
4445,201617,E08000005,State-funded secondary,19.9
4446,201617,E06000008,State-funded secondary,14.8
4447,201617,E10000023,State-funded secondary,6.1
4448,201617,E08000012,State-funded secondary,23.1
4449,201617,E08000034,State-funded secondary,19.6
4450,201617,E08000024,State-funded secondary,21.3
4453,201617,E08000017,State-funded secondary,14.8
4455,201617,E08000009,State-funded secondary,8.0
4456,201617,E10000006,State-funded secondary,8.2
4457,201617,E08000015,State-funded secondary,14.0
4466,201617,E06000009,State-funded secondary,25.8
4469,201617,E08000006,State-funded secondary,20.4
4470,201617,E06000014,State-funded secondary,6.2
4471,201617,E08000013,State-funded secondary,15.7
4472,201617,E06000010,State-funded secondary,23.2
4477,201617,E08000010,State-funded secondary,12.4
4478,201617,E06000004,State-funded secondary,16.4
4488,201617,E06000049,State-funded secondary,7.3
4489,201617,E08000007,State-funded secondary,13.1
4490,201617,E08000035,State-funded secondary,15.1
4495,201617,E08000001,State-funded secondary,16.4
4496,201617,E08000018,State-funded secondary,14.6
4497,201617,E06000011,State-funded secondary,10.3
4498,201617,E06000047,State-funded secondary,16.0
4499,201617,E08000020,State-funded secondary,14.4
4514,201617,E06000006,State-funded secondary,22.6
4515,201617,E08000002,State-funded secondary,14.5
4516,201617,E08000019,State-funded secondary,19.3
4525,201617,E06000050,State-funded secondary,9.4
4534,201617,E06000007,State-funded secondary,8.8
4535,201617,E06000012,State-funded secondary,15.3
4536,201617,E06000005,State-funded secondary,14.4
4537,201617,E08000032,State-funded secondary,18.9
4538,201617,E08000021,State-funded secondary,21.4
4548,201617,E06000001,State-funded secondary,20.7
4557,201617,E08000003,State-funded secondary,25.1
4558,201617,E08000004,State-funded secondary,17.1
4559,201617,E06000013,State-funded secondary,12.9
4560,201617,E06000048,State-funded secondary,11.0
4563,201617,E08000022,State-funded secondary,11.1
4568,201617,E08000014,State-funded secondary,14.5
4570,201617,E06000002,State-funded secondary,25.7
4576,201617,E10000017,State-funded secondary,12.1
4577,201617,E08000011,State-funded secondary,33.3
4578,201617,E08000033,State-funded secondary,12.3
4579,201617,E08000023,State-funded secondary,18.7
4584,201617,E08000016,State-funded secondary,17.0
4585,201617,E08000014,State-funded special school,40.9
4586,201617,E08000008,State-funded special school,39.7
4587,201617,E08000036,State-funded special school,42.8
4596,201617,E08000005,State-funded special school,40.4
4597,201617,E06000008,State-funded special school,32.5
4598,201617,E10000023,State-funded special school,27.2
4599,201617,E08000012,State-funded special school,54.2
4600,201617,E08000034,State-funded special school,48.0
4601,201617,E08000023,State-funded special school,49.8
4603,201617,E08000016,State-funded special school,45.2
4605,201617,E08000015,State-funded special school,42.5
4606,201617,E08000009,State-funded special school,33.3
4608,201617,E06000003,State-funded special school,46.1
4618,201617,E08000006,State-funded special school,48.1
4619,201617,E06000009,State-funded special school,43.4
4620,201617,E06000014,State-funded special school,25.7
4621,201617,E08000024,State-funded special school,42.0
4622,201617,E06000010,State-funded special school,47.9
4625,201617,E10000006,State-funded special school,27.4
4629,201617,E08000010,State-funded special school,37.5
4630,201617,E06000004,State-funded special school,42.0
4631,201617,E08000017,State-funded special school,35.5
4641,201617,E08000013,State-funded special school,45.6
4642,201617,E08000007,State-funded special school,35.8
4643,201617,E08000035,State-funded special school,37.6
4648,201617,E08000001,State-funded special school,34.2
4649,201617,E06000011,State-funded special school,30.4
4650,201617,E06000047,State-funded special school,46.1
4651,201617,E08000018,State-funded special school,40.1
4653,201617,E08000020,State-funded special school,39.2
4661,201617,E06000049,State-funded special school,30.6
4666,201617,E06000006,State-funded special school,42.7
4667,201617,E08000002,State-funded special school,34.7
4675,201617,E06000050,State-funded special school,36.0
4686,201617,E06000012,State-funded special school,38.6
4687,201617,E06000005,State-funded special school,43.3
4688,201617,E08000019,State-funded special school,47.6
4690,201617,E08000021,State-funded special school,39.3
4698,201617,E06000001,State-funded special school,45.6
4704,201617,E06000007,State-funded special school,37.2
4707,201617,E08000003,State-funded special school,45.6
4708,201617,E06000013,State-funded special school,37.9
4709,201617,E06000048,State-funded special school,34.9
4710,201617,E08000032,State-funded special school,34.3
4712,201617,E08000022,State-funded special school,35.3
4720,201617,E06000002,State-funded special school,50.9
4727,201617,E10000017,State-funded special school,35.6
4728,201617,E08000011,State-funded special school,53.1
4729,201617,E08000004,State-funded special school,42.8
4730,201617,E08000033,State-funded special school,29.1
4820,201516,E08000013,Total,16.8
4839,201516,E08000023,Total,19.1
4840,201516,E08000014,Total,14.7
4845,201516,E08000022,Total,13.2
4846,201516,E06000001,Total,22.1
4847,201516,E08000017,Total,16.0
4852,201516,E08000020,Total,15.7
4855,201516,E08000005,Total,19.1
4858,201516,E08000004,Total,18.2
4859,201516,E08000007,Total,13.7
4860,201516,E08000001,Total,16.3
4861,201516,E06000008,Total,15.4
4863,201516,E06000003,Total,18.5
4864,201516,E08000008,Total,18.4
4867,201516,E08000009,Total,9.3
4870,201516,E06000048,Total,11.9
4871,201516,E08000010,Total,14.2
4872,201516,E06000009,Total,25.2
4873,201516,E08000003,Total,27.5
4874,201516,E06000049,Total,7.8
4880,201516,E08000006,Total,21.6
4881,201516,E06000006,Total,27.4
4887,201516,E06000047,Total,18.7
4888,201516,E08000011,Total,29.1
4894,201516,E10000006,Total,9.3
4895,201516,E06000004,Total,18.2
4898,201516,E08000033,Total,13.8
4900,201516,E08000034,Total,18.9
4903,201516,E06000014,Total,8.1
4904,201516,E06000013,Total,13.8
4905,201516,E06000002,Total,27.5
4906,201516,E08000021,Total,23.6
4907,201516,E08000012,Total,24.7
4912,201516,E08000002,Total,15.0
4913,201516,E08000035,Total,16.4
4914,201516,E08000032,Total,17.6
4921,201516,E06000011,Total,11.1
4929,201516,E08000036,Total,13.3
4930,201516,E06000005,Total,17.3
4931,201516,E10000023,Total,7.2
4933,201516,E08000016,Total,20.2
4935,201516,E08000019,Total,18.9
4937,201516,E06000007,Total,10.0
4941,201516,E06000012,Total,16.5
4944,201516,E08000024,Total,19.4
4947,201516,E08000018,Total,15.4
4949,201516,E06000010,Total,23.1
4950,201516,E08000015,Total,17.0
4951,201516,E10000017,Total,13.4
4955,201516,E06000050,Total,10.6
4960,201516,E08000014,Non-maintained special school,2.1
4964,201516,E08000022,Non-maintained special school,28.0
4965,201516,E08000015,Non-maintained special school,15.7
4966,201516,E06000049,Non-maintained special school,0.0
4967,201516,E08000021,Non-maintained special school,4.7
4969,201516,E08000013,Non-maintained special school,0.0
4970,201516,E08000033,Non-maintained special school,69.1
4972,201516,E06000048,Non-maintained special school,12.0
4973,201516,E08000017,Non-maintained special school,70.0
4974,201516,E08000009,Non-maintained special school,36.8
4979,201516,E08000012,Non-maintained special school,23.5
4980,201516,E08000019,Non-maintained special school,0.0
4981,201516,E08000035,Non-maintained special school,16.9
4988,201516,E08000007,Non-maintained special school,24.1
4994,201516,E10000023,Non-maintained special school,27.8
4995,201516,E06000007,Non-maintained special school,70.3
4996,201516,E08000034,Non-maintained special school,14.3
4999,201516,E08000001,Non-maintained special school,0.0
5020,201516,E08000004,Pupil referral unit,36.1
5023,201516,E08000010,Pupil referral unit,46.6
5027,201516,E08000015,Pupil referral unit,43.5
5032,201516,E08000012,Pupil referral unit,23.4
5040,201516,E08000024,Pupil referral unit,45.3
5041,201516,E06000002,Pupil referral unit,21.4
5043,201516,E06000001,Pupil referral unit,57.1
5044,201516,E08000014,Pupil referral unit,35.1
5046,201516,E08000006,Pupil referral unit,43.5
5048,201516,E08000021,Pupil referral unit,60.4
5050,201516,E06000005,Pupil referral unit,55.6
5051,201516,E08000022,Pupil referral unit,30.1
5052,201516,E08000034,Pupil referral unit,56.2
5054,201516,E06000009,Pupil referral unit,41.5
5055,201516,E06000049,Pupil referral unit,34.5
5056,201516,E06000011,Pupil referral unit,45.0
5058,201516,E06000048,Pupil referral unit,33.3
5059,201516,E08000009,Pupil referral unit,27.3
5061,201516,E08000007,Pupil referral unit,39.1
5062,201516,E08000001,Pupil referral unit,51.0
5063,201516,E08000036,Pupil referral unit,38.4
5068,201516,E06000003,Pupil referral unit,21.1
5069,201516,E06000006,Pupil referral unit,53.8
5070,201516,E08000023,Pupil referral unit,36.8
5071,201516,E08000003,Pupil referral unit,71.5
5073,201516,E06000008,Pupil referral unit,30.6
5075,201516,E08000020,Pupil referral unit,35.2
5076,201516,E08000011,Pupil referral unit,50.0
5077,201516,E08000013,Pupil referral unit,39.7
5087,201516,E06000047,Pupil referral unit,59.2
5089,201516,E10000023,Pupil referral unit,25.3
5091,201516,E06000004,Pupil referral unit,42.9
5092,201516,E06000013,Pupil referral unit,40.0
5097,201516,E06000014,Pupil referral unit,41.1
5098,201516,E08000017,Pupil referral unit,43.2
5103,201516,E08000008,Pupil referral unit,37.5
5104,201516,E10000006,Pupil referral unit,43.4
5106,201516,E10000017,Pupil referral unit,44.9
5108,201516,E08000019,Pupil referral unit,52.9
5111,201516,E08000005,Pupil referral unit,57.3
5112,201516,E08000035,Pupil referral unit,48.1
5114,201516,E08000002,Pupil referral unit,26.3
5121,201516,E08000016,Pupil referral unit,50.0
5122,201516,E08000018,Pupil referral unit,51.9
5125,201516,E08000033,Pupil referral unit,60.5
5128,201516,E06000010,Pupil referral unit,50.5
5129,201516,E06000007,Pupil referral unit,0.0
5134,201516,E08000032,Pupil referral unit,40.6
5135,201516,E06000012,Pupil referral unit,48.4
5138,201516,E06000050,Pupil referral unit,45.5
5150,201516,E08000020,State-funded nursery,0.0
5155,201516,E08000014,State-funded nursery,6.8
5156,201516,E08000015,State-funded nursery,3.9
5161,201516,E08000001,State-funded nursery,0.2
5165,201516,E08000023,State-funded nursery,0.3
5171,201516,E08000024,State-funded nursery,0.7
5174,201516,E06000006,State-funded nursery,0.0
5177,201516,E08000021,State-funded nursery,19.9
5178,201516,E06000005,State-funded nursery,0.0
5180,201516,E08000022,State-funded nursery,0.9
5185,201516,E08000012,State-funded nursery,6.6
5186,201516,E06000011,State-funded nursery,0.5
5194,201516,E08000013,State-funded nursery,0.0
5199,201516,E08000005,State-funded nursery,0.0
5202,201516,E10000023,State-funded nursery,3.6
5204,201516,E08000010,State-funded nursery,0.8
5206,201516,E08000032,State-funded nursery,1.6
5207,201516,E08000018,State-funded nursery,0.0
5210,201516,E06000014,State-funded nursery,4.3
5213,201516,E08000003,State-funded nursery,23.7
5215,201516,E10000006,State-funded nursery,0.7
5217,201516,E10000017,State-funded nursery,0.0
5222,201516,E06000050,State-funded nursery,0.0
5223,201516,E08000019,State-funded nursery,20.9
5226,201516,E06000047,State-funded nursery,0.0
5227,201516,E06000008,State-funded nursery,0.0
5229,201516,E08000002,State-funded nursery,26.6
5230,201516,E06000049,State-funded nursery,0.0
5232,201516,E06000007,State-funded nursery,0.0
5234,201516,E08000036,State-funded nursery,0.0
5236,201516,E08000007,State-funded nursery,19.3
5237,201516,E06000012,State-funded nursery,0.6
5239,201516,E06000010,State-funded nursery,1.1
5240,201516,E08000034,State-funded nursery,0.0
5251,201516,E08000009,State-funded primary,9.5
5252,201516,E08000006,State-funded primary,21.4
5264,201516,E06000001,State-funded primary,22.7
5268,201516,E06000002,State-funded primary,27.3
5276,201516,E08000010,State-funded primary,14.7
5283,201516,E08000023,State-funded primary,19.1
5285,201516,E08000015,State-funded primary,18.2
5288,201516,E06000006,State-funded primary,27.7
5292,201516,E08000021,State-funded primary,24.4
5294,201516,E06000005,State-funded primary,18.3
5296,201516,E08000022,State-funded primary,13.7
5298,201516,E06000049,State-funded primary,8.4
5300,201516,E08000024,State-funded primary,19.5
5304,201516,E08000012,State-funded primary,24.7
5305,201516,E06000011,State-funded primary,11.8
5306,201516,E08000014,State-funded primary,15.1
5308,201516,E08000020,State-funded primary,16.3
5312,201516,E08000034,State-funded primary,18.5
5313,201516,E06000004,State-funded primary,18.3
5314,201516,E06000007,State-funded primary,10.4
5315,201516,E08000007,State-funded primary,13.5
5317,201516,E08000033,State-funded primary,14.5
5320,201516,E08000011,State-funded primary,26.4
5321,201516,E08000003,State-funded primary,27.5
5325,201516,E06000048,State-funded primary,12.3
5326,201516,E08000013,State-funded primary,17.0
5327,201516,E06000003,State-funded primary,18.4
5328,201516,E08000036,State-funded primary,13.3
5331,201516,E06000010,State-funded primary,22.3
5333,201516,E10000006,State-funded primary,9.9
5338,201516,E06000013,State-funded primary,14.4
5339,201516,E06000014,State-funded primary,8.6
5340,201516,E08000019,State-funded primary,19.2
5344,201516,E06000047,State-funded primary,19.9
5349,201516,E06000008,State-funded primary,15.6
5350,201516,E08000008,State-funded primary,17.8
5352,201516,E06000050,State-funded primary,11.0
5357,201516,E10000017,State-funded primary,13.9
5360,201516,E08000017,State-funded primary,16.4
5363,201516,E08000002,State-funded primary,14.5
5365,201516,E08000035,State-funded primary,16.9
5370,201516,E08000005,State-funded primary,17.9
5376,201516,E08000016,State-funded primary,20.5
5381,201516,E08000001,State-funded primary,15.8
5382,201516,E06000012,State-funded primary,16.6
5385,201516,E08000018,State-funded primary,15.5
5389,201516,E08000032,State-funded primary,16.6
5390,201516,E08000004,State-funded primary,17.2
5391,201516,E06000009,State-funded primary,24.7
5393,201516,E10000023,State-funded primary,7.6
5406,201516,E06000005,State-funded secondary,14.9
5409,201516,E08000014,State-funded secondary,13.5
5410,201516,E08000020,State-funded secondary,13.7
5415,201516,E06000002,State-funded secondary,26.8
5427,201516,E06000048,State-funded secondary,11.0
5434,201516,E08000006,State-funded secondary,20.7
5437,201516,E08000011,State-funded secondary,34.3
5442,201516,E08000022,State-funded secondary,11.5
5444,201516,E06000001,State-funded secondary,19.9
5445,201516,E08000023,State-funded secondary,18.6
5446,201516,E06000008,State-funded secondary,14.9
5451,201516,E06000003,State-funded secondary,17.4
5452,201516,E08000018,State-funded secondary,14.7
5455,201516,E08000009,State-funded secondary,8.1
5458,201516,E08000021,State-funded secondary,21.1
5459,201516,E08000012,State-funded secondary,23.8
5462,201516,E08000017,State-funded secondary,14.8
5466,201516,E10000017,State-funded secondary,12.0
5468,201516,E06000047,State-funded secondary,16.2
5471,201516,E08000005,State-funded secondary,20.4
5472,201516,E08000010,State-funded secondary,12.5
5473,201516,E08000013,State-funded secondary,15.3
5475,201516,E06000004,State-funded secondary,16.9
5479,201516,E08000016,State-funded secondary,18.3
5481,201516,E06000006,State-funded secondary,27.4
5483,201516,E08000035,State-funded secondary,15.1
5485,201516,E08000032,State-funded secondary,19.0
5486,201516,E08000002,State-funded secondary,14.9
5488,201516,E08000034,State-funded secondary,18.8
5494,201516,E08000004,State-funded secondary,18.6
5495,201516,E08000003,State-funded secondary,26.4
5498,201516,E06000014,State-funded secondary,6.4
5501,201516,E08000024,State-funded secondary,19.5
5502,201516,E08000001,State-funded secondary,16.6
5505,201516,E06000012,State-funded secondary,15.3
5506,201516,E06000013,State-funded secondary,12.1
5509,201516,E06000009,State-funded secondary,24.7
5514,201516,E08000007,State-funded secondary,12.7
5518,201516,E08000019,State-funded secondary,17.2
5520,201516,E06000049,State-funded secondary,6.7
5523,201516,E10000023,State-funded secondary,6.2
5524,201516,E08000033,State-funded secondary,12.2
5525,201516,E08000036,State-funded secondary,12.6
5529,201516,E06000007,State-funded secondary,8.7
5531,201516,E06000010,State-funded secondary,23.1
5534,201516,E10000006,State-funded secondary,8.2
5536,201516,E08000015,State-funded secondary,14.4
5539,201516,E06000011,State-funded secondary,10.0
5541,201516,E06000050,State-funded secondary,9.1
5544,201516,E08000008,State-funded secondary,18.7
5552,201516,E08000014,State-funded special school,38.9
5557,201516,E06000002,State-funded special school,49.0
5560,201516,E08000020,State-funded special school,38.7
5566,201516,E06000001,State-funded special school,48.5
5572,201516,E06000048,State-funded special school,36.6
5579,201516,E08000011,State-funded special school,53.6
5582,201516,E06000006,State-funded special school,43.1
5585,201516,E08000023,State-funded special school,42.2
5586,201516,E06000008,State-funded special school,36.0
5592,201516,E08000022,State-funded special school,36.3
5594,201516,E06000003,State-funded special school,46.7
5595,201516,E08000018,State-funded special school,39.3
5599,201516,E08000009,State-funded special school,34.7
5604,201516,E08000006,State-funded special school,46.0
5605,201516,E08000008,State-funded special school,38.7
5611,201516,E08000017,State-funded special school,34.9
5612,201516,E08000003,State-funded special school,45.4
5617,201516,E06000004,State-funded special school,42.7
5618,201516,E06000047,State-funded special school,45.6
5621,201516,E08000004,State-funded special school,46.7
5622,201516,E08000010,State-funded special school,39.4
5623,201516,E08000013,State-funded special school,48.1
5633,201516,E06000011,State-funded special school,29.5
5635,201516,E06000014,State-funded special school,24.6
5636,201516,E08000002,State-funded special school,36.7
5637,201516,E10000017,State-funded special school,36.2
5638,201516,E08000007,State-funded special school,37.2
5641,201516,E06000013,State-funded special school,36.2
5642,201516,E08000032,State-funded special school,34.2
5645,201516,E08000021,State-funded special school,37.3
5646,201516,E08000012,State-funded special school,54.2
5648,201516,E08000034,State-funded special school,50.7
5649,201516,E06000012,State-funded special school,37.9
5652,201516,E08000035,State-funded special school,39.0
5656,201516,E08000024,State-funded special school,39.3
5665,201516,E06000009,State-funded special school,43.1
5667,201516,E06000005,State-funded special school,48.6
5672,201516,E08000019,State-funded special school,42.2
5674,201516,E06000049,State-funded special school,29.7
5676,201516,E06000050,State-funded special school,34.0
5677,201516,E08000033,State-funded special school,33.0
5678,201516,E08000036,State-funded special school,44.6
5679,201516,E08000001,State-funded special school,31.5
5680,201516,E08000016,State-funded special school,50.2
5682,201516,E06000007,State-funded special school,39.5
5684,201516,E06000010,State-funded special school,49.7
5687,201516,E10000006,State-funded special school,27.6
5689,201516,E08000015,State-funded special school,44.1
5694,201516,E10000023,State-funded special school,26.5
5695,201516,E08000005,State-funded special school,44.5
