geography_code,date,phase_type_grouping,fsm,value,variable_name,count
E08000021,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),40.4,percent_of_pupils,56
E08000021,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),50.0,percent_of_pupils,56
E08000021,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),53.8,percent_of_pupils,56
E08000021,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),24.7,percent_of_pupils,56
E08000021,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),64.0,percent_of_pupils,56
E08000021,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),40.9,percent_of_pupils,56
E08000021,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.8,percent_of_pupils,56
E08000021,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),39.1,percent_of_pupils,56
E08000021,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),64.1,percent_of_pupils,56
E08000021,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),40.2,percent_of_pupils,56
E08000021,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),64.1,percent_of_pupils,56
E08000021,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),23.7,percent_of_pupils,56
E08000021,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),40.3,percent_of_pupils,56
E08000021,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),26.3,percent_of_pupils,56
E08000021,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),67.1,percent_of_pupils,56
E08000021,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),63.8,percent_of_pupils,56
E08000021,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),38.4,percent_of_pupils,56
E08000021,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),36.1,percent_of_pupils,56
E08000021,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),26.2,percent_of_pupils,56
E08000021,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),39.3,percent_of_pupils,56
E08000021,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),23.6,percent_of_pupils,56
E08000021,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),59.7,percent_of_pupils,56
E08000021,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),22.7,percent_of_pupils,56
E08000021,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),57.4,percent_of_pupils,56
E08000021,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),33.1,percent_of_pupils,56
E08000021,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),33.9,percent_of_pupils,56
E08000021,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),30.8,percent_of_pupils,56
E08000021,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),21.6,percent_of_pupils,56
E08000021,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),40.1,percent_of_pupils,56
E08000021,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),25.7,percent_of_pupils,56
E08000021,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),31.6,percent_of_pupils,56
E08000021,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),28.2,percent_of_pupils,56
E08000021,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),54.7,percent_of_pupils,56
E08000021,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),30.7,percent_of_pupils,56
E08000021,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),26.8,percent_of_pupils,56
E08000021,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),24.3,percent_of_pupils,56
E08000021,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),51.3,percent_of_pupils,56
E08000021,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),33.6,percent_of_pupils,56
E08000021,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),55.3,percent_of_pupils,56
E08000021,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),26.4,percent_of_pupils,56
E08000021,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),22.2,percent_of_pupils,56
E08000021,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),24.5,percent_of_pupils,56
E08000021,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),13.0,percent_of_pupils,56
E08000021,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),63.1,percent_of_pupils,56
E08000021,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),21.8,percent_of_pupils,56
E08000021,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),24.3,percent_of_pupils,56
E08000021,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),22.9,percent_of_pupils,56
E08000021,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),33.4,percent_of_pupils,56
E08000021,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),32.0,percent_of_pupils,56
E08000021,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),24.7,percent_of_pupils,56
E08000021,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),22.7,percent_of_pupils,56
E08000021,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),25.3,percent_of_pupils,56
E08000021,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),60.4,percent_of_pupils,56
E08000021,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),2.3,percent_of_pupils,56
E08000021,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),21.8,percent_of_pupils,56
E10000023,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),7.4,percent_of_pupils,56
E10000023,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),46.7,percent_of_pupils,56
E10000023,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),1.7,percent_of_pupils,56
E10000023,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),42.0,percent_of_pupils,56
E10000023,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.6,percent_of_pupils,56
E10000023,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.8,percent_of_pupils,56
E10000023,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.4,percent_of_pupils,56
E10000023,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),5.8,percent_of_pupils,56
E10000023,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),6.9,percent_of_pupils,56
E10000023,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.8,percent_of_pupils,56
E10000023,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.2,percent_of_pupils,56
E10000023,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.9,percent_of_pupils,56
E10000023,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),50.0,percent_of_pupils,56
E10000023,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),14.4,percent_of_pupils,56
E10000023,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),6.1,percent_of_pupils,56
E10000023,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),53.7,percent_of_pupils,56
E10000023,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),2.9,percent_of_pupils,56
E10000023,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),15.9,percent_of_pupils,56
E10000023,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),12.5,percent_of_pupils,56
E10000023,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.5,percent_of_pupils,56
E10000023,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),14.8,percent_of_pupils,56
E10000023,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),15.6,percent_of_pupils,56
E10000023,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),12.8,percent_of_pupils,56
E10000023,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),10.2,percent_of_pupils,56
E10000023,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),34.1,percent_of_pupils,56
E10000023,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),12.0,percent_of_pupils,56
E10000023,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),44.9,percent_of_pupils,56
E10000023,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),3.3,percent_of_pupils,56
E10000023,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),11.0,percent_of_pupils,56
E10000023,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),19.6,percent_of_pupils,56
E10000023,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),38.5,percent_of_pupils,56
E10000023,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E10000023,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),8.9,percent_of_pupils,56
E10000023,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),33.0,percent_of_pupils,56
E10000023,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),10.4,percent_of_pupils,56
E10000023,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),9.1,percent_of_pupils,56
E10000023,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E10000023,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),28.2,percent_of_pupils,56
E10000023,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),8.6,percent_of_pupils,56
E10000023,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),38.2,percent_of_pupils,56
E10000023,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),9.1,percent_of_pupils,56
E10000023,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),7.4,percent_of_pupils,56
E10000023,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),6.7,percent_of_pupils,56
E10000023,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),28.3,percent_of_pupils,56
E10000023,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),7.7,percent_of_pupils,56
E10000023,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),34.6,percent_of_pupils,56
E10000023,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E10000023,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),8.0,percent_of_pupils,56
E10000023,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),20.9,percent_of_pupils,56
E10000023,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),25.3,percent_of_pupils,56
E10000023,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),7.8,percent_of_pupils,56
E10000023,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),27.8,percent_of_pupils,56
E10000023,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),7.6,percent_of_pupils,56
E10000023,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),6.9,percent_of_pupils,56
E10000023,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E10000023,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.5,percent_of_pupils,56
E08000022,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),62.4,percent_of_pupils,56
E08000022,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),29.5,percent_of_pupils,56
E08000022,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),23.0,percent_of_pupils,56
E08000022,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),52.4,percent_of_pupils,56
E08000022,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),27.4,percent_of_pupils,56
E08000022,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.0,percent_of_pupils,56
E08000022,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),63.3,percent_of_pupils,56
E08000022,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),29.1,percent_of_pupils,56
E08000022,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),20.8,percent_of_pupils,56
E08000022,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),51.2,percent_of_pupils,56
E08000022,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),26.1,percent_of_pupils,56
E08000022,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.1,percent_of_pupils,56
E08000022,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),27.0,percent_of_pupils,56
E08000022,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),24.6,percent_of_pupils,56
E08000022,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),55.5,percent_of_pupils,56
E08000022,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),18.7,percent_of_pupils,56
E08000022,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),45.8,percent_of_pupils,56
E08000022,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),23.9,percent_of_pupils,56
E08000022,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),49.4,percent_of_pupils,56
E08000022,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),21.1,percent_of_pupils,56
E08000022,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.8,percent_of_pupils,56
E08000022,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),26.0,percent_of_pupils,56
E08000022,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),19.8,percent_of_pupils,56
E08000022,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),43.4,percent_of_pupils,56
E08000022,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.4,percent_of_pupils,56
E08000022,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.5,percent_of_pupils,56
E08000022,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.1,percent_of_pupils,56
E08000022,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),13.2,percent_of_pupils,56
E08000022,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),23.3,percent_of_pupils,56
E08000022,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),37.0,percent_of_pupils,56
E08000022,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),38.2,percent_of_pupils,56
E08000022,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),14.5,percent_of_pupils,56
E08000022,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),11.7,percent_of_pupils,56
E08000022,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.2,percent_of_pupils,56
E08000022,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),35.7,percent_of_pupils,56
E08000022,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),13.8,percent_of_pupils,56
E08000022,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),14.5,percent_of_pupils,56
E08000022,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),30.9,percent_of_pupils,56
E08000022,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),12.0,percent_of_pupils,56
E08000022,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),36.2,percent_of_pupils,56
E08000022,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.5,percent_of_pupils,56
E08000022,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),15.5,percent_of_pupils,56
E08000022,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),26.4,percent_of_pupils,56
E08000022,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),14.8,percent_of_pupils,56
E08000022,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),15.6,percent_of_pupils,56
E08000022,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),29.2,percent_of_pupils,56
E08000022,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000022,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),12.6,percent_of_pupils,56
E08000022,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.2,percent_of_pupils,56
E08000014,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),53.6,percent_of_pupils,56
E08000014,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),25.8,percent_of_pupils,56
E08000014,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),24.9,percent_of_pupils,56
E08000014,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),25.7,percent_of_pupils,56
E08000014,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),29.6,percent_of_pupils,56
E08000014,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),59.4,percent_of_pupils,56
E08000014,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),23.3,percent_of_pupils,56
E08000014,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),50.5,percent_of_pupils,56
E08000014,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),24.1,percent_of_pupils,56
E08000014,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),23.8,percent_of_pupils,56
E08000014,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.5,percent_of_pupils,56
E08000014,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),54.2,percent_of_pupils,56
E08000014,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),23.9,percent_of_pupils,56
E08000014,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),61.2,percent_of_pupils,56
E08000014,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),22.5,percent_of_pupils,56
E08000014,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),20.6,percent_of_pupils,56
E08000014,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),50.3,percent_of_pupils,56
E08000014,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),22.3,percent_of_pupils,56
E08000014,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),45.1,percent_of_pupils,56
E08000014,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),19.5,percent_of_pupils,56
E08000014,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),15.2,percent_of_pupils,56
E08000014,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),45.2,percent_of_pupils,56
E08000014,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),19.7,percent_of_pupils,56
E08000014,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),17.9,percent_of_pupils,56
E08000014,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.7,percent_of_pupils,56
E08000014,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.0,percent_of_pupils,56
E08000014,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),42.5,percent_of_pupils,56
E08000014,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.4,percent_of_pupils,56
E08000014,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.8,percent_of_pupils,56
E08000014,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),39.1,percent_of_pupils,56
E08000014,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),42.1,percent_of_pupils,56
E08000014,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.3,percent_of_pupils,56
E08000014,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),43.8,percent_of_pupils,56
E08000014,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),15.4,percent_of_pupils,56
E08000014,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.4,percent_of_pupils,56
E08000014,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),15.0,percent_of_pupils,56
E08000014,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),16.7,percent_of_pupils,56
E08000014,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),31.2,percent_of_pupils,56
E08000014,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000014,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.3,percent_of_pupils,56
E08000014,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),15.8,percent_of_pupils,56
E08000014,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),43.2,percent_of_pupils,56
E08000014,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.1,percent_of_pupils,56
E08000014,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),35.1,percent_of_pupils,56
E08000014,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.1,percent_of_pupils,56
E08000014,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),40.7,percent_of_pupils,56
E08000014,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),4.3,percent_of_pupils,56
E08000014,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),15.9,percent_of_pupils,56
E08000014,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),25.0,percent_of_pupils,56
E08000014,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),14.8,percent_of_pupils,56
E06000049,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),33.3,percent_of_pupils,56
E06000049,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),60.9,percent_of_pupils,56
E06000049,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),15.9,percent_of_pupils,56
E06000049,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.3,percent_of_pupils,56
E06000049,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),40.0,percent_of_pupils,56
E06000049,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.3,percent_of_pupils,56
E06000049,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),56.4,percent_of_pupils,56
E06000049,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),15.2,percent_of_pupils,56
E06000049,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),15.1,percent_of_pupils,56
E06000049,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.7,percent_of_pupils,56
E06000049,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),15.4,percent_of_pupils,56
E06000049,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),45.2,percent_of_pupils,56
E06000049,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.0,percent_of_pupils,56
E06000049,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),14.3,percent_of_pupils,56
E06000049,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),14.5,percent_of_pupils,56
E06000049,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),13.7,percent_of_pupils,56
E06000049,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),11.6,percent_of_pupils,56
E06000049,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),33.0,percent_of_pupils,56
E06000049,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),11.7,percent_of_pupils,56
E06000049,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),20.0,percent_of_pupils,56
E06000049,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),11.5,percent_of_pupils,56
E06000049,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),18.2,percent_of_pupils,56
