geography_code,ahc_income_status,Savings and Investments of Adults in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,9466.333333333334,2007-08 - 2009-10,158403.33333333334,6.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,3577.0,2007-08 - 2009-10,158403.33333333334,2.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,8775.333333333334,2007-08 - 2009-10,67791.33333333333,13.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1500.0,2007-08 - 2009-10,67791.33333333333,2.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,24747.0,2007-08 - 2009-10,249509.6666666667,10.0
E12000001,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,1589.6666666666667,2007-08 - 2009-10,249509.6666666667,1.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,22595.333333333332,2007-08 - 2009-10,299684.3333333333,8.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,7319.0,2007-08 - 2009-10,299684.3333333333,2.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,8285.0,2007-08 - 2009-10,80342.66666666667,10.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1737.6666666666667,2007-08 - 2009-10,80342.66666666667,2.0
E12000002,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,195713.66666666666,2007-08 - 2009-10,1379055.3333333333,14.0
E12000002,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,79189.66666666667,2007-08 - 2009-10,1379055.3333333333,6.0
E12000002,In low income (below threshold),No savings,In low income (below threshold),population,780063.0,2007-08 - 2009-10,2746620.0,28.0
E12000002,In low income (below threshold),No savings,Not in low income (at or above threshold),population,243263.33333333334,2007-08 - 2009-10,2746620.0,9.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,54967.333333333336,2007-08 - 2009-10,445646.0,12.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,22839.0,2007-08 - 2009-10,445646.0,5.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,39399.333333333336,2007-08 - 2009-10,363187.6666666667,11.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,6564.333333333333,2007-08 - 2009-10,363187.6666666667,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,7846.666666666667,2007-08 - 2009-10,154707.0,5.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1039.3333333333333,2007-08 - 2009-10,154707.0,1.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,53854.666666666664,2007-08 - 2009-10,781461.3333333334,7.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,10566.666666666666,2007-08 - 2009-10,781461.3333333334,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,53650.333333333336,2007-08 - 2009-10,807001.0,7.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,22255.0,2007-08 - 2009-10,807001.0,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,11782.0,2007-08 - 2009-10,155778.0,8.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,5275.333333333333,2007-08 - 2009-10,155778.0,3.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,175695.33333333334,2007-08 - 2009-10,1047100.0,17.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,52835.0,2007-08 - 2009-10,1047100.0,5.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,546039.6666666666,2007-08 - 2009-10,1853072.3333333333,29.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,160983.66666666666,2007-08 - 2009-10,1853072.3333333333,9.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,44179.666666666664,2007-08 - 2009-10,333599.3333333334,13.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,14162.0,2007-08 - 2009-10,333599.3333333334,4.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,29650.333333333332,2007-08 - 2009-10,316592.3333333333,9.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,6901.666666666667,2007-08 - 2009-10,316592.3333333333,2.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,8786.333333333334,2007-08 - 2009-10,128028.66666666667,7.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,4528.333333333333,2007-08 - 2009-10,128028.66666666667,4.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,41461.666666666664,2007-08 - 2009-10,582971.3333333334,7.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,6887.333333333333,2007-08 - 2009-10,582971.3333333334,1.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,67182.0,2007-08 - 2009-10,682025.0,10.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,14447.333333333334,2007-08 - 2009-10,682025.0,2.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,16122.0,2007-08 - 2009-10,158360.6666666667,10.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1454.0,2007-08 - 2009-10,158360.6666666667,1.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,8368.666666666666,2007-08 - 2009-10,503221.3333333334,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,369297.0,2007-08 - 2009-10,503221.3333333334,73.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,15095.666666666666,2007-08 - 2009-10,994357.6666666666,2.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,600621.0,2007-08 - 2009-10,994357.6666666666,60.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,1690.0,2007-08 - 2009-10,169188.33333333334,1.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,150348.33333333334,2007-08 - 2009-10,169188.33333333334,89.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,4768.0,2007-08 - 2009-10,158403.33333333334,3.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,140592.0,2007-08 - 2009-10,158403.33333333334,89.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1486.0,2007-08 - 2009-10,67791.33333333333,2.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,56030.0,2007-08 - 2009-10,67791.33333333333,83.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,3054.6666666666665,2007-08 - 2009-10,249509.6666666667,1.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,220118.33333333334,2007-08 - 2009-10,249509.6666666667,88.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,13755.333333333334,2007-08 - 2009-10,299684.3333333333,5.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,256014.66666666666,2007-08 - 2009-10,299684.3333333333,85.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2562.0,2007-08 - 2009-10,80342.66666666667,3.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,67758.0,2007-08 - 2009-10,80342.66666666667,84.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,17253.666666666668,2007-08 - 2009-10,1379055.3333333333,1.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1086898.3333333333,2007-08 - 2009-10,1379055.3333333333,79.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,30490.333333333332,2007-08 - 2009-10,2746620.0,1.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1692803.3333333333,2007-08 - 2009-10,2746620.0,62.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,10764.666666666666,2007-08 - 2009-10,445646.0,2.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,357075.0,2007-08 - 2009-10,445646.0,80.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,9175.333333333334,2007-08 - 2009-10,363187.6666666667,3.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,308048.6666666667,2007-08 - 2009-10,363187.6666666667,85.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2261.3333333333335,2007-08 - 2009-10,154707.0,1.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,143559.66666666666,2007-08 - 2009-10,154707.0,93.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,14203.666666666666,2007-08 - 2009-10,781461.3333333334,2.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,702836.3333333334,2007-08 - 2009-10,781461.3333333334,90.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,15751.666666666666,2007-08 - 2009-10,807001.0,2.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,715344.0,2007-08 - 2009-10,807001.0,89.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,4694.333333333333,2007-08 - 2009-10,155778.0,3.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,134026.33333333334,2007-08 - 2009-10,155778.0,86.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,18914.666666666668,2007-08 - 2009-10,1047100.0,2.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,799655.0,2007-08 - 2009-10,1047100.0,76.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,35031.666666666664,2007-08 - 2009-10,1853072.3333333333,2.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1111017.3333333333,2007-08 - 2009-10,1853072.3333333333,60.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,9618.0,2007-08 - 2009-10,333599.3333333334,3.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,265639.6666666667,2007-08 - 2009-10,333599.3333333334,80.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,11434.333333333334,2007-08 - 2009-10,316592.3333333333,4.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,268606.0,2007-08 - 2009-10,316592.3333333333,85.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2809.0,2007-08 - 2009-10,128028.66666666667,2.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,111905.0,2007-08 - 2009-10,128028.66666666667,87.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,11320.333333333334,2007-08 - 2009-10,582971.3333333334,2.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,523302.0,2007-08 - 2009-10,582971.3333333334,90.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,17916.333333333332,2007-08 - 2009-10,682025.0,3.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,582479.3333333334,2007-08 - 2009-10,682025.0,85.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,7796.333333333333,2007-08 - 2009-10,158360.6666666667,5.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,132988.33333333334,2007-08 - 2009-10,158360.6666666667,84.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,78238.0,2008-09 - 2010-11,486493.6666666666,16.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,23831.333333333332,2008-09 - 2010-11,486493.6666666666,5.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,276280.0,2008-09 - 2010-11,1007964.6666666667,27.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,84924.66666666667,2008-09 - 2010-11,1007964.6666666667,8.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,19922.0,2008-09 - 2010-11,171900.0,12.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,4273.333333333333,2008-09 - 2010-11,171900.0,2.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,8415.333333333334,2008-09 - 2010-11,160451.0,5.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,3577.0,2008-09 - 2010-11,160451.0,2.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,6151.0,2008-09 - 2010-11,61763.0,10.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1820.6666666666667,2008-09 - 2010-11,61763.0,3.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,27045.666666666668,2008-09 - 2010-11,277901.3333333333,10.0
E12000001,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,1298.0,2008-09 - 2010-11,277901.3333333333,0.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,17600.333333333332,2008-09 - 2010-11,290253.6666666666,6.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,6900.333333333333,2008-09 - 2010-11,290253.6666666666,2.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,6688.666666666667,2008-09 - 2010-11,73964.66666666667,9.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,608.0,2008-09 - 2010-11,73964.66666666667,1.0
E12000002,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,163054.0,2008-09 - 2010-11,1270341.6666666665,13.0
E12000002,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,73172.0,2008-09 - 2010-11,1270341.6666666665,6.0
E12000002,In low income (below threshold),No savings,In low income (below threshold),population,741339.6666666666,2008-09 - 2010-11,2899529.0,26.0
E12000002,In low income (below threshold),No savings,Not in low income (at or above threshold),population,303181.6666666667,2008-09 - 2010-11,2899529.0,10.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,45945.333333333336,2008-09 - 2010-11,444821.0,10.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,19467.333333333332,2008-09 - 2010-11,444821.0,4.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,34915.333333333336,2008-09 - 2010-11,361894.0,10.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,7626.333333333333,2008-09 - 2010-11,361894.0,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,8671.0,2008-09 - 2010-11,132002.66666666666,7.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,2689.6666666666665,2008-09 - 2010-11,132002.66666666666,2.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,54258.666666666664,2008-09 - 2010-11,816833.6666666667,7.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,7280.666666666667,2008-09 - 2010-11,816833.6666666667,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,62088.666666666664,2008-09 - 2010-11,792928.3333333334,8.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,20130.0,2008-09 - 2010-11,792928.3333333334,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,12051.666666666666,2008-09 - 2010-11,145249.6666666667,8.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,6911.666666666667,2008-09 - 2010-11,145249.6666666667,5.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,161670.0,2008-09 - 2010-11,938227.0,17.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,43077.0,2008-09 - 2010-11,938227.0,5.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,563367.3333333334,2008-09 - 2010-11,1984309.0,28.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,179744.0,2008-09 - 2010-11,1984309.0,9.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,51568.0,2008-09 - 2010-11,347301.0,15.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,9679.666666666666,2008-09 - 2010-11,347301.0,3.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,29178.0,2008-09 - 2010-11,315602.3333333334,9.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,8899.333333333334,2008-09 - 2010-11,315602.3333333334,3.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,8518.666666666666,2008-09 - 2010-11,119160.33333333333,7.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1957.3333333333333,2008-09 - 2010-11,119160.33333333333,2.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,44662.333333333336,2008-09 - 2010-11,620506.3333333333,7.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,3184.3333333333335,2008-09 - 2010-11,620506.3333333333,1.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,73769.0,2008-09 - 2010-11,647676.0,11.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,17355.0,2008-09 - 2010-11,647676.0,3.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,18694.0,2008-09 - 2010-11,159081.6666666667,12.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,636.6666666666666,2008-09 - 2010-11,159081.6666666667,0.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,11368.0,2008-09 - 2010-11,486493.6666666666,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,373056.3333333333,2008-09 - 2010-11,486493.6666666666,77.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,15189.666666666666,2008-09 - 2010-11,1007964.6666666667,2.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,631570.3333333334,2008-09 - 2010-11,1007964.6666666667,63.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,1903.6666666666667,2008-09 - 2010-11,171900.0,1.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,145801.0,2008-09 - 2010-11,171900.0,85.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,4349.0,2008-09 - 2010-11,160451.0,3.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,144109.66666666666,2008-09 - 2010-11,160451.0,90.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1760.0,2008-09 - 2010-11,61763.0,3.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,52031.333333333336,2008-09 - 2010-11,61763.0,84.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,3358.6666666666665,2008-09 - 2010-11,277901.3333333333,1.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,246199.0,2008-09 - 2010-11,277901.3333333333,89.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,10975.333333333334,2008-09 - 2010-11,290253.6666666666,4.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,254777.66666666666,2008-09 - 2010-11,290253.6666666666,88.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2029.0,2008-09 - 2010-11,73964.66666666667,3.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,64639.0,2008-09 - 2010-11,73964.66666666667,87.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,12008.0,2008-09 - 2010-11,1270341.6666666665,1.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1022107.6666666666,2008-09 - 2010-11,1270341.6666666665,80.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,33285.666666666664,2008-09 - 2010-11,2899529.0,1.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1821722.0,2008-09 - 2010-11,2899529.0,63.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,11109.0,2008-09 - 2010-11,444821.0,2.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,368299.3333333333,2008-09 - 2010-11,444821.0,83.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7110.333333333333,2008-09 - 2010-11,361894.0,2.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,312242.0,2008-09 - 2010-11,361894.0,86.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2164.0,2008-09 - 2010-11,132002.66666666666,2.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,118478.0,2008-09 - 2010-11,132002.66666666666,90.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,13444.0,2008-09 - 2010-11,816833.6666666667,2.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,741850.3333333334,2008-09 - 2010-11,816833.6666666667,91.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,19206.333333333332,2008-09 - 2010-11,792928.3333333334,2.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,691503.3333333334,2008-09 - 2010-11,792928.3333333334,87.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,7260.666666666667,2008-09 - 2010-11,145249.6666666667,5.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,119025.66666666667,2008-09 - 2010-11,145249.6666666667,82.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,12820.333333333334,2008-09 - 2010-11,938227.0,1.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,720659.6666666666,2008-09 - 2010-11,938227.0,77.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,34591.333333333336,2008-09 - 2010-11,1984309.0,2.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1206606.3333333333,2008-09 - 2010-11,1984309.0,61.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,9802.666666666666,2008-09 - 2010-11,347301.0,3.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,276250.6666666667,2008-09 - 2010-11,347301.0,80.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,10486.333333333334,2008-09 - 2010-11,315602.3333333334,3.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,267038.6666666667,2008-09 - 2010-11,315602.3333333334,85.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2086.3333333333335,2008-09 - 2010-11,119160.33333333333,2.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,106598.0,2008-09 - 2010-11,119160.33333333333,89.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,10188.0,2008-09 - 2010-11,620506.3333333333,2.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,562471.6666666666,2008-09 - 2010-11,620506.3333333333,91.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,16092.333333333334,2008-09 - 2010-11,647676.0,2.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,540459.6666666666,2008-09 - 2010-11,647676.0,83.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,5720.666666666667,2008-09 - 2010-11,159081.6666666667,4.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,134030.33333333334,2008-09 - 2010-11,159081.6666666667,84.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,69235.0,2009-10 - 2011-12,468186.0,15.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,26649.0,2009-10 - 2011-12,468186.0,6.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,276718.3333333333,2009-10 - 2011-12,1049357.0,26.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,73873.66666666667,2009-10 - 2011-12,1049357.0,7.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,17811.666666666668,2009-10 - 2011-12,181777.0,10.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,1808.0,2009-10 - 2011-12,181777.0,1.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,8739.0,2009-10 - 2011-12,144052.3333333333,6.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,2547.0,2009-10 - 2011-12,144052.3333333333,2.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1836.0,2009-10 - 2011-12,56151.666666666664,3.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,2866.0,2009-10 - 2011-12,56151.666666666664,5.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,30012.333333333332,2009-10 - 2011-12,276412.0,11.0
