geography_code,ahc_income_status,Marital Status of Adults and Type of Couple in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,499556.3333333333,2012-13 - 2014-15,3517990.0,14.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,146057.66666666666,2012-13 - 2014-15,3517990.0,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,344170.6666666667,2012-13 - 2014-15,1732907.3333333333,20.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,143139.33333333334,2012-13 - 2014-15,1732907.3333333333,8.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,15761.666666666666,2012-13 - 2014-15,1642253.6666666667,1.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1349182.0,2012-13 - 2014-15,1642253.6666666667,82.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,25739.0,2012-13 - 2014-15,924978.6666666667,3.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,617170.0,2012-13 - 2014-15,924978.6666666667,67.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,69052.66666666667,2012-13 - 2014-15,4496534.0,2.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3631002.0,2012-13 - 2014-15,4496534.0,81.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,71277.33333333333,2012-13 - 2014-15,2499041.3333333335,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1698090.0,2012-13 - 2014-15,2499041.3333333335,68.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,54242.333333333336,2012-13 - 2014-15,3517990.0,2.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2818133.6666666665,2012-13 - 2014-15,3517990.0,80.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,56557.0,2012-13 - 2014-15,1732907.3333333333,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1189040.3333333333,2012-13 - 2014-15,1732907.3333333333,69.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,223646.33333333334,2013-14 - 2015-16,1639338.3333333333,14.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,62413.666666666664,2013-14 - 2015-16,1639338.3333333333,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,203704.0,2013-14 - 2015-16,932167.6666666667,22.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,82093.66666666667,2013-14 - 2015-16,932167.6666666667,9.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,640032.3333333334,2013-14 - 2015-16,4472931.666666667,14.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,169727.33333333334,2013-14 - 2015-16,4472931.666666667,4.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,486560.6666666667,2013-14 - 2015-16,2537905.666666667,19.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,268934.6666666667,2013-14 - 2015-16,2537905.666666667,11.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,514518.0,2013-14 - 2015-16,3537249.3333333335,15.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,152936.66666666666,2013-14 - 2015-16,3537249.3333333335,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,339080.0,2013-14 - 2015-16,1726628.6666666667,20.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,149110.0,2013-14 - 2015-16,1726628.6666666667,9.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,11218.0,2013-14 - 2015-16,1639338.3333333333,1.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1342060.3333333333,2013-14 - 2015-16,1639338.3333333333,82.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,27771.666666666668,2013-14 - 2015-16,932167.6666666667,3.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,618598.3333333334,2013-14 - 2015-16,932167.6666666667,66.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,62379.666666666664,2013-14 - 2015-16,4472931.666666667,1.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3600792.3333333335,2013-14 - 2015-16,4472931.666666667,81.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,70928.33333333333,2013-14 - 2015-16,2537905.666666667,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1711482.0,2013-14 - 2015-16,2537905.666666667,67.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,42722.333333333336,2013-14 - 2015-16,3537249.3333333335,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2827072.3333333335,2013-14 - 2015-16,3537249.3333333335,80.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,54892.0,2013-14 - 2015-16,1726628.6666666667,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1183546.6666666667,2013-14 - 2015-16,1726628.6666666667,69.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,240504.33333333334,2014-15 - 2016-17,1635387.3333333335,15.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,62791.0,2014-15 - 2016-17,1635387.3333333335,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,207073.33333333334,2014-15 - 2016-17,946106.6666666667,22.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,91072.66666666667,2014-15 - 2016-17,946106.6666666667,10.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,677238.3333333334,2014-15 - 2016-17,4481538.0,15.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,164970.33333333334,2014-15 - 2016-17,4481538.0,4.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,502887.6666666667,2014-15 - 2016-17,2558268.6666666665,20.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,249435.0,2014-15 - 2016-17,2558268.6666666665,10.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,518497.6666666667,2014-15 - 2016-17,3520830.0,15.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,155345.33333333334,2014-15 - 2016-17,3520830.0,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,361920.6666666667,2014-15 - 2016-17,1766888.0,20.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,151257.33333333334,2014-15 - 2016-17,1766888.0,9.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,16070.0,2014-15 - 2016-17,1635387.3333333335,1.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1316022.0,2014-15 - 2016-17,1635387.3333333335,80.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,24351.333333333332,2014-15 - 2016-17,946106.6666666667,3.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,623609.3333333334,2014-15 - 2016-17,946106.6666666667,66.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,65418.333333333336,2014-15 - 2016-17,4481538.0,1.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3573911.0,2014-15 - 2016-17,4481538.0,80.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,75748.66666666667,2014-15 - 2016-17,2558268.6666666665,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1730197.3333333333,2014-15 - 2016-17,2558268.6666666665,68.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,43742.0,2014-15 - 2016-17,3520830.0,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2803245.0,2014-15 - 2016-17,3520830.0,80.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,51223.666666666664,2014-15 - 2016-17,1766888.0,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1202486.3333333333,2014-15 - 2016-17,1766888.0,68.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,237283.66666666666,2015-16 - 2017-18,1639492.0,14.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,76124.33333333333,2015-16 - 2017-18,1639492.0,5.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,201071.0,2015-16 - 2017-18,950509.6666666666,21.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,97017.0,2015-16 - 2017-18,950509.6666666666,10.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,680763.6666666666,2015-16 - 2017-18,4508756.0,15.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,175257.33333333334,2015-16 - 2017-18,4508756.0,4.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,528909.6666666666,2015-16 - 2017-18,2571732.0,21.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,236686.0,2015-16 - 2017-18,2571732.0,9.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,544370.0,2015-16 - 2017-18,3553236.333333333,15.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,132294.33333333334,2015-16 - 2017-18,3553236.333333333,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,369158.3333333333,2015-16 - 2017-18,1763986.3333333333,21.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,146240.66666666666,2015-16 - 2017-18,1763986.3333333333,8.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,28151.666666666668,2015-16 - 2017-18,1639492.0,2.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1297932.3333333333,2015-16 - 2017-18,1639492.0,79.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,24069.0,2015-16 - 2017-18,950509.6666666666,3.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,628352.6666666666,2015-16 - 2017-18,950509.6666666666,66.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,73170.0,2015-16 - 2017-18,4508756.0,2.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3579565.0,2015-16 - 2017-18,4508756.0,79.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,71705.66666666667,2015-16 - 2017-18,2571732.0,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1734430.6666666667,2015-16 - 2017-18,2571732.0,67.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,45458.333333333336,2015-16 - 2017-18,3553236.333333333,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2831113.6666666665,2015-16 - 2017-18,3553236.333333333,80.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,51498.0,2015-16 - 2017-18,1763986.3333333333,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1197089.3333333333,2015-16 - 2017-18,1763986.3333333333,68.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,246194.33333333334,2016-17 - 2018-19,1646812.6666666665,15.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,73320.66666666667,2016-17 - 2018-19,1646812.6666666665,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,206377.0,2016-17 - 2018-19,954426.0,22.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,95866.66666666667,2016-17 - 2018-19,954426.0,10.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,680317.6666666666,2016-17 - 2018-19,4556653.666666666,15.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,157761.0,2016-17 - 2018-19,4556653.666666666,3.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,535881.0,2016-17 - 2018-19,2574555.666666667,21.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,204244.33333333334,2016-17 - 2018-19,2574555.666666667,8.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,581464.3333333334,2016-17 - 2018-19,3548981.666666667,16.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,127700.66666666667,2016-17 - 2018-19,3548981.666666667,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,395953.0,2016-17 - 2018-19,1806706.0,22.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,160640.66666666666,2016-17 - 2018-19,1806706.0,9.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,29233.333333333332,2016-17 - 2018-19,1646812.6666666665,2.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1298064.3333333333,2016-17 - 2018-19,1646812.6666666665,79.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,20578.333333333332,2016-17 - 2018-19,954426.0,2.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,631604.0,2016-17 - 2018-19,954426.0,66.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,78235.33333333333,2016-17 - 2018-19,4556653.666666666,2.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3640339.6666666665,2016-17 - 2018-19,4556653.666666666,80.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,76267.66666666667,2016-17 - 2018-19,2574555.666666667,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1758162.6666666667,2016-17 - 2018-19,2574555.666666667,68.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,45234.333333333336,2016-17 - 2018-19,3548981.666666667,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2794582.3333333335,2016-17 - 2018-19,3548981.666666667,79.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,52690.333333333336,2016-17 - 2018-19,1806706.0,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1197422.0,2016-17 - 2018-19,1806706.0,66.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,303021.6666666667,2017-18 - 2019-20,1680499.3333333335,18.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,66201.66666666667,2017-18 - 2019-20,1680499.3333333335,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,209921.33333333334,2017-18 - 2019-20,931227.3333333334,23.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,77536.33333333333,2017-18 - 2019-20,931227.3333333334,8.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,655413.0,2017-18 - 2019-20,4586330.666666667,14.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,160208.0,2017-18 - 2019-20,4586330.666666667,3.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,552122.3333333334,2017-18 - 2019-20,2593312.666666667,21.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,206818.0,2017-18 - 2019-20,2593312.666666667,8.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,637906.0,2017-18 - 2019-20,3587598.3333333335,18.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,119978.33333333333,2017-18 - 2019-20,3587598.3333333335,3.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,403687.0,2017-18 - 2019-20,1798585.0,22.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,149214.0,2017-18 - 2019-20,1798585.0,8.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,25825.333333333332,2017-18 - 2019-20,1680499.3333333335,2.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1285450.6666666667,2017-18 - 2019-20,1680499.3333333335,76.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,22058.333333333332,2017-18 - 2019-20,931227.3333333334,2.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,621711.3333333334,2017-18 - 2019-20,931227.3333333334,67.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,76743.33333333333,2017-18 - 2019-20,4586330.666666667,2.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3693966.3333333335,2017-18 - 2019-20,4586330.666666667,81.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,77692.33333333333,2017-18 - 2019-20,2593312.666666667,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1756680.0,2017-18 - 2019-20,2593312.666666667,68.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,47764.666666666664,2017-18 - 2019-20,3587598.3333333335,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2781949.3333333335,2017-18 - 2019-20,3587598.3333333335,78.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,56103.0,2017-18 - 2019-20,1798585.0,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1189581.0,2017-18 - 2019-20,1798585.0,66.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,284197.6666666667,2018-19 - 2021-22,1661401.6666666667,17.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,67104.33333333333,2018-19 - 2021-22,1661401.6666666667,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,210793.33333333334,2018-19 - 2021-22,957058.6666666666,22.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,82723.66666666667,2018-19 - 2021-22,957058.6666666666,9.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,629149.0,2018-19 - 2021-22,4576718.666666667,14.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,177761.66666666666,2018-19 - 2021-22,4576718.666666667,4.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,568823.0,2018-19 - 2021-22,2635666.3333333335,22.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,221195.0,2018-19 - 2021-22,2635666.3333333335,8.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,622201.0,2018-19 - 2021-22,3586406.6666666665,17.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,129694.0,2018-19 - 2021-22,3586406.6666666665,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,403850.3333333333,2018-19 - 2021-22,1825937.3333333333,22.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,161684.66666666666,2018-19 - 2021-22,1825937.3333333333,9.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,17837.0,2018-19 - 2021-22,1661401.6666666667,1.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1292262.6666666667,2018-19 - 2021-22,1661401.6666666667,78.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,19718.0,2018-19 - 2021-22,957058.6666666666,2.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,643823.6666666666,2018-19 - 2021-22,957058.6666666666,67.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,64233.0,2018-19 - 2021-22,4576718.666666667,1.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3705575.0,2018-19 - 2021-22,4576718.666666667,81.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,81710.66666666667,2018-19 - 2021-22,2635666.3333333335,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1763937.6666666667,2018-19 - 2021-22,2635666.3333333335,67.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,43794.0,2018-19 - 2021-22,3586406.6666666665,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2790717.6666666665,2018-19 - 2021-22,3586406.6666666665,78.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,55568.0,2018-19 - 2021-22,1825937.3333333333,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1204834.3333333333,2018-19 - 2021-22,1825937.3333333333,66.0
E12000001,In low income (below threshold),Couple,In low income (below threshold),population,292048.5,2019-20 - 2021-22,1662198.5,18.0
E12000001,In low income (below threshold),Couple,Not in low income (at or above threshold),population,68063.0,2019-20 - 2021-22,1662198.5,4.0
E12000001,In low income (below threshold),Single,In low income (below threshold),population,213114.5,2019-20 - 2021-22,957702.5,22.0
E12000001,In low income (below threshold),Single,Not in low income (at or above threshold),population,91053.0,2019-20 - 2021-22,957702.5,10.0
E12000002,In low income (below threshold),Couple,In low income (below threshold),population,613523.5,2019-20 - 2021-22,4581917.0,13.0
E12000002,In low income (below threshold),Couple,Not in low income (at or above threshold),population,195895.0,2019-20 - 2021-22,4581917.0,4.0
E12000002,In low income (below threshold),Single,In low income (below threshold),population,594874.5,2019-20 - 2021-22,2640041.0,23.0
E12000002,In low income (below threshold),Single,Not in low income (at or above threshold),population,235369.5,2019-20 - 2021-22,2640041.0,9.0
E12000003,In low income (below threshold),Couple,In low income (below threshold),population,598732.5,2019-20 - 2021-22,3606136.0,17.0
E12000003,In low income (below threshold),Couple,Not in low income (at or above threshold),population,128928.5,2019-20 - 2021-22,3606136.0,4.0
E12000003,In low income (below threshold),Single,In low income (below threshold),population,397221.5,2019-20 - 2021-22,1810319.0,22.0
E12000003,In low income (below threshold),Single,Not in low income (at or above threshold),population,137451.5,2019-20 - 2021-22,1810319.0,8.0
E12000001,Not in low income (at or above threshold),Couple,In low income (below threshold),population,18005.0,2019-20 - 2021-22,1662198.5,1.0
E12000001,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,1284082.0,2019-20 - 2021-22,1662198.5,77.0
E12000001,Not in low income (at or above threshold),Single,In low income (below threshold),population,21031.5,2019-20 - 2021-22,957702.5,2.0
E12000001,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,632503.5,2019-20 - 2021-22,957702.5,66.0
E12000002,Not in low income (at or above threshold),Couple,In low income (below threshold),population,58250.0,2019-20 - 2021-22,4581917.0,1.0
E12000002,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,3714248.5,2019-20 - 2021-22,4581917.0,81.0
E12000002,Not in low income (at or above threshold),Single,In low income (below threshold),population,83075.5,2019-20 - 2021-22,2640041.0,3.0
E12000002,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1726721.5,2019-20 - 2021-22,2640041.0,65.0
E12000003,Not in low income (at or above threshold),Couple,In low income (below threshold),population,42544.0,2019-20 - 2021-22,3606136.0,1.0
E12000003,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,2835931.0,2019-20 - 2021-22,3606136.0,79.0
E12000003,Not in low income (at or above threshold),Single,In low income (below threshold),population,54093.5,2019-20 - 2021-22,1810319.0,3.0
E12000003,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1221552.5,2019-20 - 2021-22,1810319.0,67.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,2854622.6666666665,1994-95 - 1996-97,14145021.0,20.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,2419345.3333333335,1995-96 - 1997-98,12526244.666666666,19.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,2111843.0,1996-97 - 1998-99,10917873.0,19.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1670374.3333333333,1997-98 - 1999-00,9300853.0,18.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1630472.0,1998-99 - 2000-01,9289641.0,18.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1497171.0,1999-00 - 2001-02,9247565.666666666,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1450809.6666666667,2000-01 - 2002-03,9280783.333333334,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1423151.0,2001-02 - 2003-04,9309150.666666666,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1368585.0,2002-03 - 2004-05,9361760.0,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1350089.3333333335,2003-04 - 2005-06,9341261.666666666,14.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1393844.6666666665,2004-05 - 2006-07,9376443.333333332,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1512220.0,2005-06 - 2007-08,9426321.0,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1516985.6666666665,2006-07 - 2008-09,9515361.666666666,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1484207.0,2007-08 - 2009-10,9525562.0,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1435774.6666666665,2008-09 - 2010-11,9551758.333333334,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1403070.6666666665,2009-10 - 2011-12,9588352.666666666,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1384241.0,2010-11 - 2012-13,9636402.0,14.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1298383.0,2011-12 - 2013-14,9658727.666666666,13.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1343581.3333333333,2012-13 - 2014-15,9656777.666666666,14.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1378196.6666666667,2013-14 - 2015-16,9649519.333333334,14.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1436240.3333333335,2014-15 - 2016-17,9637755.333333334,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1462417.3333333333,2015-16 - 2017-18,9701484.333333334,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1507976.3333333335,2016-17 - 2018-19,9752448.0,15.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1596340.6666666667,2017-18 - 2019-20,9854428.333333334,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1535547.6666666667,2018-19 - 2021-22,9824527.0,16.0
E12999901,In low income (below threshold),Couple,In low income (below threshold),population,1504304.5,2019-20 - 2021-22,9850251.5,15.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,912226.6666666667,1994-95 - 1996-97,14145021.0,6.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,705610.6666666666,1995-96 - 1997-98,12526244.666666666,6.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,467646.6666666667,1996-97 - 1998-99,10917873.0,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,280142.3333333333,1997-98 - 1999-00,9300853.0,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,274275.6666666666,1998-99 - 2000-01,9289641.0,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,290645.0,1999-00 - 2001-02,9247565.666666666,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,295456.0,2000-01 - 2002-03,9280783.333333334,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,303764.6666666667,2001-02 - 2003-04,9309150.666666666,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,280946.6666666666,2002-03 - 2004-05,9361760.0,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,310033.6666666667,2003-04 - 2005-06,9341261.666666666,3.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,336378.0,2004-05 - 2006-07,9376443.333333332,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,375444.6666666667,2005-06 - 2007-08,9426321.0,4.0
