date,geography_code,phase,fsm_eligible_percent
201617,E08000035,State-funded primary,16.6
201617,E06000010,State-funded primary,22.5
201617,E08000010,State-funded primary,14.7
201617,E06000004,State-funded primary,16.6
201617,E08000018,State-funded primary,15.4
201617,E06000049,State-funded primary,8.7
201617,E08000007,State-funded primary,13.5
201617,E08000001,State-funded primary,15.6
201617,E06000011,State-funded primary,12.4
201617,E08000020,State-funded primary,15.7
201617,E06000047,State-funded primary,20.1
201617,E08000008,State-funded primary,17.1
201617,E06000050,State-funded primary,11.5
201617,E06000006,State-funded primary,24.3
201617,E08000002,State-funded primary,14.4
201617,E08000019,State-funded primary,22.7
201617,E08000021,State-funded primary,23.9
201617,E06000005,State-funded primary,19.0
201617,E06000007,State-funded primary,10.6
201617,E06000012,State-funded primary,16.4
201617,E06000048,State-funded primary,12.0
201617,E08000003,State-funded primary,25.7
201617,E08000032,State-funded primary,17.4
201617,E06000001,State-funded primary,23.1
201617,E08000004,State-funded primary,16.4
201617,E10000017,State-funded primary,13.6
201617,E06000013,State-funded primary,14.2
201617,E08000022,State-funded primary,13.5
201617,E08000011,State-funded primary,25.6
201617,E06000002,State-funded primary,24.9
201617,E08000014,State-funded primary,16.6
201617,E08000016,State-funded primary,19.1
201617,E08000036,State-funded primary,12.7
201617,E08000005,State-funded primary,18.9
201617,E08000033,State-funded primary,14.3
201617,E10000023,State-funded primary,7.7
201617,E08000023,State-funded primary,19.7
201617,E08000008,State-funded secondary,18.2
201617,E08000036,State-funded secondary,12.4
201617,E06000003,State-funded secondary,17.2
201617,E08000005,State-funded secondary,19.9
201617,E06000008,State-funded secondary,14.8
201617,E10000023,State-funded secondary,6.1
201617,E08000012,State-funded secondary,23.1
201617,E08000034,State-funded secondary,19.6
201617,E08000024,State-funded secondary,21.3
201617,E08000017,State-funded secondary,14.8
201617,E08000009,State-funded secondary,8.0
201617,E10000006,State-funded secondary,8.2
201617,E08000015,State-funded secondary,14.0
201617,E06000009,State-funded secondary,25.8
201617,E08000006,State-funded secondary,20.4
201617,E06000014,State-funded secondary,6.2
201617,E08000013,State-funded secondary,15.7
201617,E06000010,State-funded secondary,23.2
201617,E08000010,State-funded secondary,12.4
201617,E06000004,State-funded secondary,16.4
201617,E06000049,State-funded secondary,7.3
201617,E08000007,State-funded secondary,13.1
201617,E08000035,State-funded secondary,15.1
201617,E08000001,State-funded secondary,16.4
201617,E08000018,State-funded secondary,14.6
201617,E06000011,State-funded secondary,10.3
201617,E06000047,State-funded secondary,16.0
201617,E08000020,State-funded secondary,14.4
201617,E06000006,State-funded secondary,22.6
201617,E08000002,State-funded secondary,14.5
201617,E08000019,State-funded secondary,19.3
201617,E06000050,State-funded secondary,9.4
201617,E06000007,State-funded secondary,8.8
201617,E06000012,State-funded secondary,15.3
201617,E06000005,State-funded secondary,14.4
201617,E08000032,State-funded secondary,18.9
201617,E08000021,State-funded secondary,21.4
201617,E06000001,State-funded secondary,20.7
201617,E08000003,State-funded secondary,25.1
201617,E08000004,State-funded secondary,17.1
201617,E06000013,State-funded secondary,12.9
201617,E06000048,State-funded secondary,11.0
201617,E08000022,State-funded secondary,11.1
201617,E08000014,State-funded secondary,14.5
201617,E06000002,State-funded secondary,25.7
201617,E10000017,State-funded secondary,12.1
201617,E08000011,State-funded secondary,33.3
201617,E08000033,State-funded secondary,12.3
201617,E08000023,State-funded secondary,18.7
201617,E08000016,State-funded secondary,17.0
201617,E08000014,State-funded special school,40.9
201617,E08000008,State-funded special school,39.7
201617,E08000036,State-funded special school,42.8
201617,E08000005,State-funded special school,40.4
201617,E06000008,State-funded special school,32.5
201617,E10000023,State-funded special school,27.2
201617,E08000012,State-funded special school,54.2
201617,E08000034,State-funded special school,48.0
201617,E08000023,State-funded special school,49.8
201617,E08000016,State-funded special school,45.2
201617,E08000015,State-funded special school,42.5
201617,E08000009,State-funded special school,33.3
201617,E06000003,State-funded special school,46.1
201617,E08000006,State-funded special school,48.1
201617,E06000009,State-funded special school,43.4
201617,E06000014,State-funded special school,25.7
201617,E08000024,State-funded special school,42.0
201617,E06000010,State-funded special school,47.9
201617,E10000006,State-funded special school,27.4
201617,E08000010,State-funded special school,37.5
201617,E06000004,State-funded special school,42.0
201617,E08000017,State-funded special school,35.5
201617,E08000013,State-funded special school,45.6
201617,E08000007,State-funded special school,35.8
201617,E08000035,State-funded special school,37.6
201617,E08000001,State-funded special school,34.2
201617,E06000011,State-funded special school,30.4
201617,E06000047,State-funded special school,46.1
201617,E08000018,State-funded special school,40.1
201617,E08000020,State-funded special school,39.2
201617,E06000049,State-funded special school,30.6
201617,E06000006,State-funded special school,42.7
201617,E08000002,State-funded special school,34.7
201617,E06000050,State-funded special school,36.0
201617,E06000012,State-funded special school,38.6
201617,E06000005,State-funded special school,43.3
201617,E08000019,State-funded special school,47.6
201617,E08000021,State-funded special school,39.3
201617,E06000001,State-funded special school,45.6
201617,E06000007,State-funded special school,37.2
201617,E08000003,State-funded special school,45.6
201617,E06000013,State-funded special school,37.9
201617,E06000048,State-funded special school,34.9
201617,E08000032,State-funded special school,34.3
201617,E08000022,State-funded special school,35.3
201617,E06000002,State-funded special school,50.9
201617,E10000017,State-funded special school,35.6
201617,E08000011,State-funded special school,53.1
201617,E08000004,State-funded special school,42.8
201617,E08000033,State-funded special school,29.1
201516,E08000013,Total,16.8
201516,E08000023,Total,19.1
201516,E08000014,Total,14.7
201516,E08000022,Total,13.2
201516,E06000001,Total,22.1
201516,E08000017,Total,16.0
201516,E08000020,Total,15.7
201516,E08000005,Total,19.1
201516,E08000004,Total,18.2
201516,E08000007,Total,13.7
201516,E08000001,Total,16.3
201516,E06000008,Total,15.4
201516,E06000003,Total,18.5
201516,E08000008,Total,18.4
201516,E08000009,Total,9.3
201516,E06000048,Total,11.9
201516,E08000010,Total,14.2
201516,E06000009,Total,25.2
201516,E08000003,Total,27.5
201516,E06000049,Total,7.8
201516,E08000006,Total,21.6
201516,E06000006,Total,27.4
201516,E06000047,Total,18.7
201516,E08000011,Total,29.1
201516,E10000006,Total,9.3
201516,E06000004,Total,18.2
201516,E08000033,Total,13.8
201516,E08000034,Total,18.9
201516,E06000014,Total,8.1
201516,E06000013,Total,13.8
201516,E06000002,Total,27.5
201516,E08000021,Total,23.6
201516,E08000012,Total,24.7
201516,E08000002,Total,15.0
201516,E08000035,Total,16.4
201516,E08000032,Total,17.6
201516,E06000011,Total,11.1
201516,E08000036,Total,13.3
201516,E06000005,Total,17.3
201516,E10000023,Total,7.2
201516,E08000016,Total,20.2
201516,E08000019,Total,18.9
201516,E06000007,Total,10.0
201516,E06000012,Total,16.5
201516,E08000024,Total,19.4
201516,E08000018,Total,15.4
201516,E06000010,Total,23.1
201516,E08000015,Total,17.0
201516,E10000017,Total,13.4
201516,E06000050,Total,10.6
201516,E08000014,Non-maintained special school,2.1
201516,E08000022,Non-maintained special school,28.0
201516,E08000015,Non-maintained special school,15.7
201516,E06000049,Non-maintained special school,0.0
201516,E08000021,Non-maintained special school,4.7
201516,E08000013,Non-maintained special school,0.0
201516,E08000033,Non-maintained special school,69.1
201516,E06000048,Non-maintained special school,12.0
201516,E08000017,Non-maintained special school,70.0
201516,E08000009,Non-maintained special school,36.8
201516,E08000012,Non-maintained special school,23.5
201516,E08000019,Non-maintained special school,0.0
201516,E08000035,Non-maintained special school,16.9
201516,E08000007,Non-maintained special school,24.1
201516,E10000023,Non-maintained special school,27.8
201516,E06000007,Non-maintained special school,70.3
201516,E08000034,Non-maintained special school,14.3
201516,E08000001,Non-maintained special school,0.0
201516,E08000004,Pupil referral unit,36.1
201516,E08000010,Pupil referral unit,46.6
201516,E08000015,Pupil referral unit,43.5
201516,E08000012,Pupil referral unit,23.4
201516,E08000024,Pupil referral unit,45.3
201516,E06000002,Pupil referral unit,21.4
201516,E06000001,Pupil referral unit,57.1
201516,E08000014,Pupil referral unit,35.1
201516,E08000006,Pupil referral unit,43.5
201516,E08000021,Pupil referral unit,60.4
201516,E06000005,Pupil referral unit,55.6
201516,E08000022,Pupil referral unit,30.1
201516,E08000034,Pupil referral unit,56.2
201516,E06000009,Pupil referral unit,41.5
201516,E06000049,Pupil referral unit,34.5
201516,E06000011,Pupil referral unit,45.0
201516,E06000048,Pupil referral unit,33.3
201516,E08000009,Pupil referral unit,27.3
201516,E08000007,Pupil referral unit,39.1
201516,E08000001,Pupil referral unit,51.0
201516,E08000036,Pupil referral unit,38.4
201516,E06000003,Pupil referral unit,21.1
201516,E06000006,Pupil referral unit,53.8
201516,E08000023,Pupil referral unit,36.8
201516,E08000003,Pupil referral unit,71.5
201516,E06000008,Pupil referral unit,30.6
201516,E08000020,Pupil referral unit,35.2
201516,E08000011,Pupil referral unit,50.0
201516,E08000013,Pupil referral unit,39.7
201516,E06000047,Pupil referral unit,59.2
201516,E10000023,Pupil referral unit,25.3
201516,E06000004,Pupil referral unit,42.9
201516,E06000013,Pupil referral unit,40.0
201516,E06000014,Pupil referral unit,41.1
201516,E08000017,Pupil referral unit,43.2
201516,E08000008,Pupil referral unit,37.5
201516,E10000006,Pupil referral unit,43.4
201516,E10000017,Pupil referral unit,44.9
201516,E08000019,Pupil referral unit,52.9
201516,E08000005,Pupil referral unit,57.3
201516,E08000035,Pupil referral unit,48.1
201516,E08000002,Pupil referral unit,26.3
201516,E08000016,Pupil referral unit,50.0
201516,E08000018,Pupil referral unit,51.9
201516,E08000033,Pupil referral unit,60.5
201516,E06000010,Pupil referral unit,50.5
201516,E06000007,Pupil referral unit,0.0
201516,E08000032,Pupil referral unit,40.6
201516,E06000012,Pupil referral unit,48.4
201516,E06000050,Pupil referral unit,45.5
201516,E08000020,State-funded nursery,0.0
201516,E08000014,State-funded nursery,6.8
201516,E08000015,State-funded nursery,3.9
201516,E08000001,State-funded nursery,0.2
201516,E08000023,State-funded nursery,0.3
201516,E08000024,State-funded nursery,0.7
201516,E06000006,State-funded nursery,0.0
201516,E08000021,State-funded nursery,19.9
201516,E06000005,State-funded nursery,0.0
201516,E08000022,State-funded nursery,0.9
201516,E08000012,State-funded nursery,6.6
201516,E06000011,State-funded nursery,0.5
201516,E08000013,State-funded nursery,0.0
201516,E08000005,State-funded nursery,0.0
201516,E10000023,State-funded nursery,3.6
201516,E08000010,State-funded nursery,0.8
201516,E08000032,State-funded nursery,1.6
201516,E08000018,State-funded nursery,0.0
201516,E06000014,State-funded nursery,4.3
201516,E08000003,State-funded nursery,23.7
201516,E10000006,State-funded nursery,0.7
201516,E10000017,State-funded nursery,0.0
201516,E06000050,State-funded nursery,0.0
201516,E08000019,State-funded nursery,20.9
201516,E06000047,State-funded nursery,0.0
201516,E06000008,State-funded nursery,0.0
201516,E08000002,State-funded nursery,26.6
201516,E06000049,State-funded nursery,0.0
201516,E06000007,State-funded nursery,0.0
201516,E08000036,State-funded nursery,0.0
201516,E08000007,State-funded nursery,19.3
201516,E06000012,State-funded nursery,0.6
201516,E06000010,State-funded nursery,1.1
201516,E08000034,State-funded nursery,0.0
201516,E08000009,State-funded primary,9.5
201516,E08000006,State-funded primary,21.4
201516,E06000001,State-funded primary,22.7
201516,E06000002,State-funded primary,27.3
201516,E08000010,State-funded primary,14.7
201516,E08000023,State-funded primary,19.1
201516,E08000015,State-funded primary,18.2
201516,E06000006,State-funded primary,27.7
201516,E08000021,State-funded primary,24.4
201516,E06000005,State-funded primary,18.3
201516,E08000022,State-funded primary,13.7
201516,E06000049,State-funded primary,8.4
201516,E08000024,State-funded primary,19.5
201516,E08000012,State-funded primary,24.7
201516,E06000011,State-funded primary,11.8
201516,E08000014,State-funded primary,15.1
201516,E08000020,State-funded primary,16.3
201516,E08000034,State-funded primary,18.5
201516,E06000004,State-funded primary,18.3
201516,E06000007,State-funded primary,10.4
201516,E08000007,State-funded primary,13.5
201516,E08000033,State-funded primary,14.5
201516,E08000011,State-funded primary,26.4
201516,E08000003,State-funded primary,27.5
201516,E06000048,State-funded primary,12.3
201516,E08000013,State-funded primary,17.0
201516,E06000003,State-funded primary,18.4
201516,E08000036,State-funded primary,13.3
201516,E06000010,State-funded primary,22.3
201516,E10000006,State-funded primary,9.9
201516,E06000013,State-funded primary,14.4
201516,E06000014,State-funded primary,8.6
201516,E08000019,State-funded primary,19.2
201516,E06000047,State-funded primary,19.9
201516,E06000008,State-funded primary,15.6
201516,E08000008,State-funded primary,17.8
201516,E06000050,State-funded primary,11.0
201516,E10000017,State-funded primary,13.9
201516,E08000017,State-funded primary,16.4
201516,E08000002,State-funded primary,14.5
201516,E08000035,State-funded primary,16.9
201516,E08000005,State-funded primary,17.9
201516,E08000016,State-funded primary,20.5
201516,E08000001,State-funded primary,15.8
201516,E06000012,State-funded primary,16.6
201516,E08000018,State-funded primary,15.5
201516,E08000032,State-funded primary,16.6
201516,E08000004,State-funded primary,17.2
201516,E06000009,State-funded primary,24.7
201516,E10000023,State-funded primary,7.6
201516,E06000005,State-funded secondary,14.9
201516,E08000014,State-funded secondary,13.5
201516,E08000020,State-funded secondary,13.7
201516,E06000002,State-funded secondary,26.8
201516,E06000048,State-funded secondary,11.0
201516,E08000006,State-funded secondary,20.7
201516,E08000011,State-funded secondary,34.3
201516,E08000022,State-funded secondary,11.5
201516,E06000001,State-funded secondary,19.9
201516,E08000023,State-funded secondary,18.6
201516,E06000008,State-funded secondary,14.9
201516,E06000003,State-funded secondary,17.4
201516,E08000018,State-funded secondary,14.7
201516,E08000009,State-funded secondary,8.1
201516,E08000021,State-funded secondary,21.1
201516,E08000012,State-funded secondary,23.8
201516,E08000017,State-funded secondary,14.8
201516,E10000017,State-funded secondary,12.0
201516,E06000047,State-funded secondary,16.2
201516,E08000005,State-funded secondary,20.4
201516,E08000010,State-funded secondary,12.5
201516,E08000013,State-funded secondary,15.3
201516,E06000004,State-funded secondary,16.9
201516,E08000016,State-funded secondary,18.3
201516,E06000006,State-funded secondary,27.4
201516,E08000035,State-funded secondary,15.1
201516,E08000032,State-funded secondary,19.0
201516,E08000002,State-funded secondary,14.9
201516,E08000034,State-funded secondary,18.8
201516,E08000004,State-funded secondary,18.6
201516,E08000003,State-funded secondary,26.4
201516,E06000014,State-funded secondary,6.4
201516,E08000024,State-funded secondary,19.5
201516,E08000001,State-funded secondary,16.6
201516,E06000012,State-funded secondary,15.3
201516,E06000013,State-funded secondary,12.1
201516,E06000009,State-funded secondary,24.7
201516,E08000007,State-funded secondary,12.7
201516,E08000019,State-funded secondary,17.2
201516,E06000049,State-funded secondary,6.7
201516,E10000023,State-funded secondary,6.2
201516,E08000033,State-funded secondary,12.2
201516,E08000036,State-funded secondary,12.6
201516,E06000007,State-funded secondary,8.7
201516,E06000010,State-funded secondary,23.1
201516,E10000006,State-funded secondary,8.2
201516,E08000015,State-funded secondary,14.4
201516,E06000011,State-funded secondary,10.0
201516,E06000050,State-funded secondary,9.1
201516,E08000008,State-funded secondary,18.7
201516,E08000014,State-funded special school,38.9
201516,E06000002,State-funded special school,49.0
201516,E08000020,State-funded special school,38.7
201516,E06000001,State-funded special school,48.5
201516,E06000048,State-funded special school,36.6
201516,E08000011,State-funded special school,53.6
201516,E06000006,State-funded special school,43.1
201516,E08000023,State-funded special school,42.2
201516,E06000008,State-funded special school,36.0
201516,E08000022,State-funded special school,36.3
201516,E06000003,State-funded special school,46.7
201516,E08000018,State-funded special school,39.3
201516,E08000009,State-funded special school,34.7
201516,E08000006,State-funded special school,46.0
201516,E08000008,State-funded special school,38.7
201516,E08000017,State-funded special school,34.9
201516,E08000003,State-funded special school,45.4
201516,E06000004,State-funded special school,42.7
201516,E06000047,State-funded special school,45.6
201516,E08000004,State-funded special school,46.7
201516,E08000010,State-funded special school,39.4
201516,E08000013,State-funded special school,48.1
201516,E06000011,State-funded special school,29.5
201516,E06000014,State-funded special school,24.6
201516,E08000002,State-funded special school,36.7
201516,E10000017,State-funded special school,36.2
201516,E08000007,State-funded special school,37.2
201516,E06000013,State-funded special school,36.2
201516,E08000032,State-funded special school,34.2
201516,E08000021,State-funded special school,37.3
201516,E08000012,State-funded special school,54.2
201516,E08000034,State-funded special school,50.7
201516,E06000012,State-funded special school,37.9
201516,E08000035,State-funded special school,39.0
201516,E08000024,State-funded special school,39.3
201516,E06000009,State-funded special school,43.1
201516,E06000005,State-funded special school,48.6
201516,E08000019,State-funded special school,42.2
201516,E06000049,State-funded special school,29.7
201516,E06000050,State-funded special school,34.0
201516,E08000033,State-funded special school,33.0
201516,E08000036,State-funded special school,44.6
201516,E08000001,State-funded special school,31.5
201516,E08000016,State-funded special school,50.2
201516,E06000007,State-funded special school,39.5
201516,E06000010,State-funded special school,49.7
201516,E10000006,State-funded special school,27.6
201516,E08000015,State-funded special school,44.1
201516,E10000023,State-funded special school,26.5
201516,E08000005,State-funded special school,44.5
